Asset,Strategy,LeverageType,Criteria,ExposureBull,ExposureOscillate,ExposureBear,VolTarget,TotalReturn,AnnualReturn,Vol,Sharpe,MDD,Calmar
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.8,0.25,0.530609903103999,0.15922529607071922,0.331259869981461,0.42029025755069876,-0.34456126110743046,0.46211026613660583
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.8,0.35,0.527376736454483,0.15837475544766555,0.33341895312861397,0.41501766516041005,-0.3294497056463009,0.48072513871873845
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.8,0.35,0.5417217917310231,0.16213955925151513,0.3332504205597572,0.42652477080978574,-0.3285517828580435,0.4934977306806165
688_CHIP,专业策略 (每日 ETF),daily_etf,,0.8,0.8,0.8,0.45,0.6758850302676005,0.1962910050546296,0.33745303106404567,0.5224164219202734,-0.2747283343399727,0.7144913011110171
688_CHIP,专业策略 (静态融资),margin_static,,0.8,0.8,0.8,0.45,0.6891241662997993,0.1995629019707148,0.3372893822660004,0.5323704551989249,-0.2739078037378952,0.7285769125500283
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.0,0.15,0.5470625546224881,0.1635353779865507,0.31765657637688777,0.4518570955579755,-0.2976610498979947,0.5494013343116023
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.0,0.15,0.5701947681065309,0.16954497243940958,0.31764246691012543,0.47079653389583526,-0.29598190566796256,0.5728220853798001
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.0,0.25,0.5410437665386432,0.16196213034132922,0.3179867360750669,0.44644041475936386,-0.2976610498979938,0.544115968135006
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.0,0.25,0.5633629025229254,0.16777614881518965,0.31797294999160386,0.46474440300375147,-0.29598190566796406,0.5668459645752902
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.0,0.35,0.5516135358286449,0.1647223052358877,0.31929331368200536,0.453258176837431,-0.29057201714995357,0.5668897743545641
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.0,0.35,0.5726294688953082,0.17017412101604412,0.3192803477978008,0.4703519087593481,-0.2889438150757061,0.588952288082224
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.0,0.45,0.7060282207630129,0.2037162939015742,0.32211275780876747,0.5703477724736481,-0.24100713464083315,0.8452708016514426
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.0,0.45,0.727328800789842,0.20891184562795795,0.3221018582516875,0.586497223745738,-0.23940602995481386,0.8726256630519647
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.3,0.15,0.5515170246657435,0.16469715806573682,0.31955830088173853,0.4528036282158292,-0.31538396672188646,0.5222115752351194
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.3,0.15,0.569892223651679,0.16946674775190562,0.3194696726774423,0.46785895668668726,-0.3142462330090813,0.539280124789939
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.3,0.25,0.5455270535501042,0.16313439446006806,0.3198864988543456,0.44745369052052947,-0.31538396672188684,0.5172564609282243
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.3,0.25,0.5631079792590885,0.1677100495992394,0.3197982530890654,0.46188510466347493,-0.31424623300907967,0.5336899284148099
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.3,0.35,0.5562579389174331,0.16593125646801754,0.32118513322866465,0.45435246333186663,-0.3084738195927305,0.5379103376976756
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.3,0.35,0.5725042573674484,0.17014178074889919,0.3210980452954196,0.4675885853206125,-0.3073907314603007,0.5535032886015071
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.3,0.3,0.45,0.7112869631964414,0.20500290490027506,0.32398734610903823,0.5710189213316132,-0.26015655993680864,0.7879982151903828
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.3,0.3,0.45,0.7273443362284517,0.2089156196617361,0.32390341287447755,0.5832467709593004,-0.2591350171620394,0.8062037386907819
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.5,0.0,0.15,0.5466005192353325,0.16341474857095895,0.3176570053738393,0.45147673794311327,-0.297661049897994,0.548996076668277
688_CHIP,专业策略 (静态融资),margin_static,,1.0,0.5,0.0,0.15,0.5697252248233737,0.16942356498503908,0.31764289356651443,0.4704136878596649,-0.29598190566796406,0.5724118999865498
688_CHIP,专业策略 (每日 ETF),daily_etf,,1.0,0.5,0.0,0.25,0.5310736529918623,0.15934719730927394,0.3180640114100577,0.4381105447658564,-0.29766104989799375,0.5353310329446229
